NormDist x Values,NormDist y Values,Histo Bins,Amt Per Bin,__
750.3964758,0.000949911,,,
752.6035242,0.000943712,,,
754.8105727,0.000937499,,,
757.0176211,0.000931274,,,
759.2246696,0.000925037,,,
761.4317181,0.000918788,,,
763.6387665,0.000912529,,,
765.845815,0.00090626,,,
768.0528634,0.000899983,,,
770.2599119,0.000893697,,,
772.4669604,0.000887404,,,
774.6740088,0.000881105,,,
776.8810573,0.000874799,,,
779.0881057,0.000868489,,,
781.2951542,0.000862175,,,
783.5022026,0.000855857,,,
785.7092511,0.000849537,,,
787.9162996,0.000843214,,,
790.123348,0.00083689,,,
792.3303965,0.000830566,,,
794.5374449,0.000824242,,,
796.7444934,0.000817919,,,
798.9515419,0.000811598,,,
801.1585903,0.000805279,,,
803.3656388,0.000798963,,,
805.5726872,0.000792651,,,
807.7797357,0.000786344,,,
809.9867841,0.000780041,,,
812.1938326,0.000773745,,,
814.4008811,0.000767455,,,
816.6079295,0.000761172,,,
818.814978,0.000754898,,,
821.0220264,0.000748631,,,
823.2290749,0.000742374,,,
825.4361233,0.000736127,,,
827.6431718,0.00072989,,,
829.8502203,0.000723665,,,
832.0572687,0.000717451,,,
834.2643172,0.000711249,,,
836.4713656,0.000705061,,,
838.6784141,0.000698885,,,
840.8854626,0.000692724,,,
843.092511,0.000686578,,,
845.2995595,0.000680447,,,
847.5066079,0.000674332,,,
849.7136564,0.000668233,,,
851.9207048,0.000662151,,,
854.1277533,0.000656087,,,
856.3348018,0.000650041,,,
858.5418502,0.000644013,,,
860.7488987,0.000638005,,,
862.9559471,0.000632016,,,
865.1629956,0.000626047,,,
867.3700441,0.000620098,,,
869.5770925,0.000614171,,,
871.784141,0.000608266,,,
873.9911894,0.000602382,,,
876.1982379,0.000596521,,,
878.4052863,0.000590683,,,
880.6123348,0.000584868,,,
882.8193833,0.000579077,,,
885.0264317,0.00057331,,,
887.2334802,0.000567569,,,
889.4405286,0.000561852,,,
891.6475771,0.00055616,,,
893.8546256,0.000550495,,,
896.061674,0.000544856,,,
898.2687225,0.000539243,,,
900.4757709,0.000533658,,,
902.6828194,0.0005281,,,
904.8898678,0.000522569,,,
907.0969163,0.000517067,,,
909.3039648,0.000511593,,,
911.5110132,0.000506148,,,
913.7180617,0.000500732,,,
915.9251101,0.000495345,,,
918.1321586,0.000489988,,,
920.339207,0.000484661,,,
922.5462555,0.000479365,,,
924.753304,0.000474098,,,
926.9603524,0.000468863,,,
929.1674009,0.000463659,,,
931.3744493,0.000458486,,,
933.5814978,0.000453344,,,
935.7885463,0.000448235,,,
937.9955947,0.000443157,,,
940.2026432,0.000438112,,,
942.4096916,0.000433099,,,
944.6167401,0.000428118,,,
946.8237885,0.000423171,,,
949.030837,0.000418257,,,
951.2378855,0.000413376,,,
953.4449339,0.000408528,,,
955.6519824,0.000403714,,,
957.8590308,0.000398933,,,
960.0660793,0.000394187,,,
962.2731278,0.000389474,,,
964.4801762,0.000384796,,,
966.6872247,0.000380152,,,
968.8942731,0.000375542,,,
971.1013216,0.000370967,,,
973.30837,0.000366426,,,
975.5154185,0.00036192,,,
977.722467,0.000357449,,,
979.9295154,0.000353012,,,
982.1365639,0.000348611,,,
984.3436123,0.000344245,,,
986.5506608,0.000339913,,,
988.7577093,0.000335617,,,
990.9647577,0.000331356,,,
993.1718062,0.000327131,,,
995.3788546,0.00032294,,,
997.5859031,0.000318785,,,
999.7929515,0.000314665,,,
1002,0.000310581,,,
